cnt,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed
407,30/04/2011,2,0,4,17,0,6,1,0.56,0.5303,0.43,0.1343
371,30/04/2011,2,0,4,18,0,6,1,0.54,0.5152,0.43,0.1343
387,30/04/2011,2,0,4,19,0,6,1,0.54,0.5152,0.43,0.1343
224,30/04/2011,2,0,4,20,0,6,1,0.44,0.4394,0.62,0.1343
177,30/04/2011,2,0,4,21,0,6,1,0.44,0.4394,0.62,0.1343
143,30/04/2011,2,0,4,22,0,6,1,0.44,0.4394,0.67,0.1045
125,30/04/2011,2,0,4,23,0,6,1,0.44,0.4394,0.67,0.1045
96,01/05/2011,2,0,5,0,0,0,1,0.42,0.4242,0.67,0.0896
59,01/05/2011,2,0,5,1,0,0,1,0.42,0.4242,0.69,0.1045
50,01/05/2011,2,0,5,2,0,0,1,0.42,0.4242,0.77,0.1045
23,01/05/2011,2,0,5,3,0,0,1,0.4,0.4091,0.82,0.1045
17,01/05/2011,2,0,5,4,0,0,1,0.4,0.4091,0.76,0.1045
10,01/05/2011,2,0,5,5,0,0,1,0.4,0.4091,0.82,0.0896
13,01/05/2011,2,0,5,6,0,0,2,0.4,0.4091,0.82,0.0896
33,01/05/2011,2,0,5,7,0,0,2,0.42,0.4242,0.77,0.0896
59,01/05/2011,2,0,5,8,0,0,2,0.44,0.4394,0.77,0.1343
141,01/05/2011,2,0,5,9,0,0,2,0.46,0.4545,0.72,0.1343
264,01/05/2011,2,0,5,10,0,0,2,0.48,0.4697,0.63,0.194
250,01/05/2011,2,0,5,11,0,0,1,0.46,0.4545,0.82,0.1045
281,01/05/2011,2,0,5,12,0,0,2,0.48,0.4697,0.77,0.1045
332,01/05/2011,2,0,5,13,0,0,2,0.5,0.4848,0.63,0.1642
238,01/05/2011,2,0,5,14,0,0,2,0.5,0.4848,0.68,0.1045
266,01/05/2011,2,0,5,15,0,0,2,0.5,0.4848,0.72,0
214,01/05/2011,2,0,5,16,0,0,2,0.5,0.4848,0.72,0.194
196,01/05/2011,2,0,5,17,0,0,2,0.48,0.4697,0.82,0.2537
159,01/05/2011,2,0,5,18,0,0,2,0.46,0.4545,0.82,0.0896
178,01/05/2011,2,0,5,19,0,0,2,0.46,0.4545,0.84,0.1045
121,01/05/2011,2,0,5,20,0,0,2,0.46,0.4545,0.82,0
105,01/05/2011,2,0,5,21,0,0,2,0.46,0.4545,0.82,0
100,01/05/2011,2,0,5,22,0,0,2,0.46,0.4545,0.82,0
146,01/05/2011,2,0,5,23,0,0,1,0.46,0.4545,0.77,0.194
177,02/05/2011,2,0,5,0,0,1,1,0.46,0.4545,0.72,0.1343
114,02/05/2011,2,0,5,1,0,1,1,0.46,0.4545,0.72,0.1343
35,02/05/2011,2,0,5,2,0,1,2,0.44,0.4394,0.77,0.2239
16,02/05/2011,2,0,5,3,0,1,1,0.44,0.4394,0.77,0.1343
17,02/05/2011,2,0,5,4,0,1,1,0.44,0.4394,0.77,0.1642
20,02/05/2011,2,0,5,5,0,1,2,0.44,0.4394,0.77,0.1343
62,02/05/2011,2,0,5,6,0,1,1,0.44,0.4394,0.88,0.1045
209,02/05/2011,2,0,5,7,0,1,2,0.46,0.4545,0.82,0.3284
371,02/05/2011,2,0,5,8,0,1,2,0.48,0.4697,0.77,0.2239
172,02/05/2011,2,0,5,9,0,1,2,0.5,0.4848,0.77,0.2836
108,02/05/2011,2,0,5,10,0,1,2,0.54,0.5152,0.77,0.2239
130,02/05/2011,2,0,5,11,0,1,1,0.58,0.5455,0.73,0.2985
187,02/05/2011,2,0,5,12,0,1,1,0.62,0.6061,0.69,0.2239
170,02/05/2011,2,0,5,13,0,1,2,0.62,0.6061,0.69,0.194
181,02/05/2011,2,0,5,14,0,1,1,0.64,0.6061,0.69,0.2239
155,02/05/2011,2,0,5,15,0,1,1,0.66,0.6212,0.61,0.194
269,02/05/2011,2,0,5,16,0,1,1,0.66,0.6212,0.61,0.2239
537,02/05/2011,2,0,5,17,0,1,1,0.66,0.6212,0.65,0.194
518,02/05/2011,2,0,5,18,0,1,2,0.64,0.6061,0.65,0.194
314,02/05/2011,2,0,5,19,0,1,2,0.62,0.6061,0.69,0.1343
218,02/05/2011,2,0,5,20,0,1,2,0.62,0.6061,0.69,0.1343
232,02/05/2011,2,0,5,21,0,1,2,0.6,0.5909,0.73,0.1045
125,02/05/2011,2,0,5,22,0,1,2,0.6,0.5909,0.73,0
64,02/05/2011,2,0,5,23,0,1,2,0.56,0.5303,0.83,0.194
16,03/05/2011,2,0,5,0,0,2,2,0.56,0.5303,0.83,0.2239
14,03/05/2011,2,0,5,1,0,2,2,0.56,0.5303,0.78,0.2537
5,03/05/2011,2,0,5,2,0,2,2,0.56,0.5303,0.78,0.2537
2,03/05/2011,2,0,5,3,0,2,1,0.54,0.5152,0.83,0.2836
4,03/05/2011,2,0,5,4,0,2,1,0.52,0.5,0.88,0.2239
14,03/05/2011,2,0,5,5,0,2,1,0.52,0.5,0.88,0.1343
109,03/05/2011,2,0,5,6,0,2,2,0.52,0.5,0.94,0.1642
265,03/05/2011,2,0,5,7,0,2,2,0.54,0.5152,0.88,0.2239
459,03/05/2011,2,0,5,8,0,2,2,0.56,0.5303,0.83,0.2836
186,03/05/2011,2,0,5,9,0,2,2,0.6,0.5758,0.78,0.3582
127,03/05/2011,2,0,5,10,0,2,2,0.64,0.6061,0.69,0.3582
140,03/05/2011,2,0,5,11,0,2,2,0.66,0.6212,0.65,0.3284
217,03/05/2011,2,0,5,12,0,2,2,0.68,0.6364,0.61,0.4925
194,03/05/2011,2,0,5,13,0,2,2,0.7,0.6515,0.58,0.6119
158,03/05/2011,2,0,5,14,0,2,2,0.7,0.6515,0.58,0.5224
154,03/05/2011,2,0,5,15,0,2,2,0.7,0.6515,0.58,0.4478
271,03/05/2011,2,0,5,16,0,2,1,0.72,0.6667,0.54,0.4627
517,03/05/2011,2,0,5,17,0,2,1,0.7,0.6515,0.54,0.4627
544,03/05/2011,2,0,5,18,0,2,1,0.7,0.6515,0.48,0.4179
365,03/05/2011,2,0,5,19,0,2,1,0.68,0.6364,0.57,0.3582
290,03/05/2011,2,0,5,20,0,2,1,0.66,0.6212,0.61,0.194
225,03/05/2011,2,0,5,21,0,2,2,0.64,0.6212,0.61,0.4478
113,03/05/2011,2,0,5,22,0,2,2,0.58,0.5455,0.6,0.3881
62,03/05/2011,2,0,5,23,0,2,2,0.56,0.5303,0.68,0.3284
27,04/05/2011,2,0,5,0,0,3,3,0.52,0.5,0.77,0.1642
7,04/05/2011,2,0,5,1,0,3,3,0.5,0.4848,0.82,0.2836
4,04/05/2011,2,0,5,2,0,3,3,0.5,0.4848,0.82,0.2836
1,04/05/2011,2,0,5,3,0,3,3,0.42,0.4242,0.88,0.5224
3,04/05/2011,2,0,5,4,0,3,3,0.38,0.3939,0.94,0.3284
9,04/05/2011,2,0,5,5,0,3,3,0.36,0.3333,0.87,0.3284
21,04/05/2011,2,0,5,6,0,3,3,0.34,0.303,0.93,0.3881
52,04/05/2011,2,0,5,7,0,3,3,0.34,0.303,0.93,0.3582
79,04/05/2011,2,0,5,8,0,3,3,0.34,0.303,0.93,0.3881
40,04/05/2011,2,0,5,9,0,3,3,0.34,0.303,0.93,0.3582
31,04/05/2011,2,0,5,10,0,3,2,0.34,0.3182,0.93,0.2836
72,04/05/2011,2,0,5,11,0,3,1,0.4,0.4091,0.82,0.3284
124,04/05/2011,2,0,5,12,0,3,2,0.44,0.4394,0.62,0.3582
143,04/05/2011,2,0,5,13,0,3,2,0.46,0.4545,0.59,0.4478
107,04/05/2011,2,0,5,14,0,3,1,0.5,0.4848,0.51,0.3881
129,04/05/2011,2,0,5,15,0,3,1,0.48,0.4697,0.51,0.4179
195,04/05/2011,2,0,5,16,0,3,1,0.5,0.4848,0.45,0.4627
410,04/05/2011,2,0,5,17,0,3,1,0.4,0.4091,0.71,0.2537
396,04/05/2011,2,0,5,18,0,3,1,0.42,0.4242,0.67,0.2537
296,04/05/2011,2,0,5,19,0,3,1,0.42,0.4242,0.58,0.3582
191,04/05/2011,2,0,5,20,0,3,1,0.4,0.4091,0.62,0.3284
150,04/05/2011,2,0,5,21,0,3,1,0.4,0.4091,0.62,0.1642
89,04/05/2011,2,0,5,22,0,3,1,0.38,0.3939,0.62,0.2239
57,04/05/2011,2,0,5,23,0,3,1,0.36,0.3485,0.62,0.2239
27,05/05/2011,2,0,5,0,0,4,1,0.36,0.3485,0.66,0.194
10,05/05/2011,2,0,5,1,0,4,1,0.34,0.3333,0.71,0.194
5,05/05/2011,2,0,5,2,0,4,1,0.34,0.3182,0.66,0.2239
4,05/05/2011,2,0,5,3,0,4,1,0.34,0.3182,0.66,0.2537
7,05/05/2011,2,0,5,4,0,4,1,0.34,0.3182,0.66,0.2537
30,05/05/2011,2,0,5,5,0,4,1,0.34,0.3182,0.66,0.2537
89,05/05/2011,2,0,5,6,0,4,1,0.34,0.3182,0.66,0.2537
271,05/05/2011,2,0,5,7,0,4,1,0.38,0.3939,0.58,0.2537
440,05/05/2011,2,0,5,8,0,4,1,0.42,0.4242,0.5,0.2537
184,05/05/2011,2,0,5,9,0,4,1,0.46,0.4545,0.44,0.2836
128,05/05/2011,2,0,5,10,0,4,1,0.5,0.4848,0.39,0.2836
148,05/05/2011,2,0,5,11,0,4,1,0.52,0.5,0.36,0.4478
196,05/05/2011,2,0,5,12,0,4,1,0.52,0.5,0.34,0.3582
192,05/05/2011,2,0,5,13,0,4,1,0.54,0.5152,0.3,0.5821
154,05/05/2011,2,0,5,14,0,4,1,0.54,0.5152,0.28,0.4478
147,05/05/2011,2,0,5,15,0,4,1,0.56,0.5303,0.26,0.4925
269,05/05/2011,2,0,5,16,0,4,1,0.58,0.5455,0.24,0.4179
533,05/05/2011,2,0,5,17,0,4,1,0.56,0.5303,0.26,0.3881
520,05/05/2011,2,0,5,18,0,4,1,0.56,0.5303,0.26,0.2836
361,05/05/2011,2,0,5,19,0,4,1,0.54,0.5152,0.28,0.2239
258,05/05/2011,2,0,5,20,0,4,1,0.5,0.4848,0.34,0.1642
180,05/05/2011,2,0,5,21,0,4,1,0.5,0.4848,0.36,0.194
165,05/05/2011,2,0,5,22,0,4,1,0.48,0.4697,0.39,0.194
115,05/05/2011,2,0,5,23,0,4,1,0.46,0.4545,0.41,0.194
56,06/05/2011,2,0,5,0,0,5,1,0.44,0.4394,0.44,0.1642
32,06/05/2011,2,0,5,1,0,5,1,0.4,0.4091,0.62,0.1642
16,06/05/2011,2,0,5,2,0,5,1,0.38,0.3939,0.62,0.1045
9,06/05/2011,2,0,5,3,0,5,1,0.36,0.3636,0.71,0.1045
1,06/05/2011,2,0,5,4,0,5,1,0.36,0.3636,0.71,0.1045
16,06/05/2011,2,0,5,5,0,5,1,0.34,0.3485,0.81,0.1045
82,06/05/2011,2,0,5,6,0,5,1,0.36,0.3636,0.81,0.0896
222,06/05/2011,2,0,5,7,0,5,1,0.4,0.4091,0.82,0
450,06/05/2011,2,0,5,8,0,5,1,0.42,0.4242,0.77,0.2537
188,06/05/2011,2,0,5,9,0,5,1,0.46,0.4545,0.67,0.2836
127,06/05/2011,2,0,5,10,0,5,2,0.54,0.5152,0.49,0.3284
165,06/05/2011,2,0,5,11,0,5,2,0.54,0.5152,0.49,0.3284
246,06/05/2011,2,0,5,12,0,5,1,0.56,0.5303,0.49,0.3582
253,06/05/2011,2,0,5,13,0,5,1,0.58,0.5455,0.4,0.3284
213,06/05/2011,2,0,5,14,0,5,1,0.6,0.6212,0.4,0.4478
260,06/05/2011,2,0,5,15,0,5,1,0.6,0.6212,0.38,0.3881
344,06/05/2011,2,0,5,16,0,5,1,0.6,0.6212,0.4,0.2537
553,06/05/2011,2,0,5,17,0,5,1,0.58,0.5455,0.4,0.3582
470,06/05/2011,2,0,5,18,0,5,3,0.54,0.5152,0.52,0.3582
292,06/05/2011,2,0,5,19,0,5,3,0.54,0.5152,0.52,0.3582
190,06/05/2011,2,0,5,20,0,5,1,0.52,0.5,0.48,0.1045
152,06/05/2011,2,0,5,21,0,5,1,0.48,0.4697,0.67,0.1343
151,06/05/2011,2,0,5,22,0,5,1,0.46,0.4545,0.72,0.2239
120,06/05/2011,2,0,5,23,0,5,1,0.44,0.4394,0.82,0.1343
86,07/05/2011,2,0,5,0,0,6,1,0.42,0.4242,0.82,0.1343
58,07/05/2011,2,0,5,1,0,6,1,0.42,0.4242,0.82,0.1045
52,07/05/2011,2,0,5,2,0,6,1,0.42,0.4242,0.82,0.0896
18,07/05/2011,2,0,5,3,0,6,1,0.42,0.4242,0.77,0.0896
5,07/05/2011,2,0,5,4,0,6,1,0.4,0.4091,0.82,0.1045
7,07/05/2011,2,0,5,5,0,6,1,0.46,0.4545,0.59,0.1343
13,07/05/2011,2,0,5,6,0,6,1,0.42,0.4242,0.77,0.0896
40,07/05/2011,2,0,5,7,0,6,1,0.48,0.4697,0.59,0
115,07/05/2011,2,0,5,8,0,6,1,0.52,0.5,0.52,0.194
218,07/05/2011,2,0,5,9,0,6,1,0.54,0.5152,0.49,0.2836
298,07/05/2011,2,0,5,10,0,6,1,0.56,0.5303,0.49,0.2985
347,07/05/2011,2,0,5,11,0,6,1,0.56,0.5303,0.43,0
373,07/05/2011,2,0,5,12,0,6,1,0.6,0.6212,0.4,0.194
436,07/05/2011,2,0,5,13,0,6,1,0.6,0.6212,0.35,0.2836
378,07/05/2011,2,0,5,14,0,6,3,0.6,0.6212,0.35,0.1642
378,07/05/2011,2,0,5,15,0,6,1,0.6,0.6212,0.38,0.2537
342,07/05/2011,2,0,5,16,0,6,1,0.6,0.6212,0.38,0.194
354,07/05/2011,2,0,5,17,0,6,1,0.58,0.5455,0.4,0.2239
289,07/05/2011,2,0,5,18,0,6,1,0.58,0.5455,0.37,0.1642
267,07/05/2011,2,0,5,19,0,6,1,0.56,0.5303,0.43,0.194
219,07/05/2011,2,0,5,20,0,6,1,0.56,0.5303,0.43,0.1343
182,07/05/2011,2,0,5,21,0,6,1,0.54,0.5152,0.49,0.2239
120,07/05/2011,2,0,5,22,0,6,1,0.54,0.5152,0.49,0.194
119,07/05/2011,2,0,5,23,0,6,1,0.5,0.4848,0.59,0.1045
100,08/05/2011,2,0,5,0,0,0,2,0.5,0.4848,0.59,0.1045
64,08/05/2011,2,0,5,1,0,0,2,0.52,0.5,0.55,0
59,08/05/2011,2,0,5,2,0,0,1,0.48,0.4697,0.63,0
31,08/05/2011,2,0,5,3,0,0,1,0.46,0.4545,0.72,0.0896
10,08/05/2011,2,0,5,4,0,0,1,0.42,0.4242,0.82,0
5,08/05/2011,2,0,5,5,0,0,2,0.44,0.4394,0.77,0
6,08/05/2011,2,0,5,6,0,0,2,0.44,0.4394,0.82,0
23,08/05/2011,2,0,5,7,0,0,2,0.46,0.4545,0.82,0
86,08/05/2011,2,0,5,8,0,0,1,0.52,0.5,0.63,0.1343
160,08/05/2011,2,0,5,9,0,0,1,0.56,0.5303,0.52,0.2239
244,08/05/2011,2,0,5,10,0,0,1,0.58,0.5455,0.49,0.1343
340,08/05/2011,2,0,5,11,0,0,1,0.58,0.5455,0.49,0.0896
382,08/05/2011,2,0,5,12,0,0,1,0.6,0.6212,0.46,0.0896
390,08/05/2011,2,0,5,13,0,0,1,0.6,0.6212,0.49,0.1343
366,08/05/2011,2,0,5,14,0,0,1,0.6,0.6212,0.49,0
358,08/05/2011,2,0,5,15,0,0,1,0.6,0.6212,0.49,0
385,08/05/2011,2,0,5,16,0,0,1,0.6,0.6212,0.46,0.1045
351,08/05/2011,2,0,5,17,0,0,3,0.58,0.5455,0.49,0.2836
268,08/05/2011,2,0,5,18,0,0,1,0.58,0.5455,0.49,0
239,08/05/2011,2,0,5,19,0,0,1,0.56,0.5303,0.64,0
174,08/05/2011,2,0,5,20,0,0,1,0.52,0.5,0.77,0.1343
127,08/05/2011,2,0,5,21,0,0,1,0.52,0.5,0.77,0.0896
115,08/05/2011,2,0,5,22,0,0,1,0.5,0.4848,0.88,0.0896
50,08/05/2011,2,0,5,23,0,0,1,0.46,0.4545,0.88,0.0896
53,09/05/2011,2,0,5,0,0,1,1,0.46,0.4545,0.82,0.0896
33,09/05/2011,2,0,5,1,0,1,1,0.44,0.4394,0.88,0
8,09/05/2011,2,0,5,2,0,1,1,0.44,0.4394,0.94,0
7,09/05/2011,2,0,5,3,0,1,1,0.46,0.4545,0.82,0.0896
4,09/05/2011,2,0,5,4,0,1,1,0.42,0.4242,0.82,0.1642
23,09/05/2011,2,0,5,5,0,1,1,0.42,0.4242,0.77,0.1642
89,09/05/2011,2,0,5,6,0,1,1,0.44,0.4394,0.72,0.2537
237,09/05/2011,2,0,5,7,0,1,1,0.48,0.4697,0.63,0.2537
374,09/05/2011,2,0,5,8,0,1,1,0.52,0.5,0.55,0.2239
178,09/05/2011,2,0,5,9,0,1,1,0.54,0.5152,0.56,0.1642
119,09/05/2011,2,0,5,10,0,1,1,0.56,0.5303,0.52,0.194
125,09/05/2011,2,0,5,11,0,1,1,0.6,0.6212,0.46,0.2239
195,09/05/2011,2,0,5,12,0,1,1,0.6,0.6212,0.43,0.194
174,09/05/2011,2,0,5,13,0,1,1,0.62,0.6212,0.38,0.2836
162,09/05/2011,2,0,5,14,0,1,1,0.62,0.6212,0.41,0.2239
199,09/05/2011,2,0,5,15,0,1,1,0.62,0.6212,0.41,0.2239
304,09/05/2011,2,0,5,16,0,1,1,0.64,0.6212,0.38,0.2239
598,09/05/2011,2,0,5,17,0,1,1,0.62,0.6212,0.38,0.2537
524,09/05/2011,2,0,5,18,0,1,1,0.62,0.6212,0.38,0.2985
384,09/05/2011,2,0,5,19,0,1,1,0.58,0.5455,0.43,0.194
239,09/05/2011,2,0,5,20,0,1,1,0.54,0.5152,0.49,0.194
156,09/05/2011,2,0,5,21,0,1,1,0.52,0.5,0.59,0.1343
116,09/05/2011,2,0,5,22,0,1,1,0.52,0.5,0.68,0.0896
61,09/05/2011,2,0,5,23,0,1,1,0.5,0.4848,0.68,0.0896
18,10/05/2011,2,0,5,0,0,2,1,0.48,0.4697,0.63,0
15,10/05/2011,2,0,5,1,0,2,1,0.46,0.4545,0.59,0.0896
5,10/05/2011,2,0,5,2,0,2,1,0.44,0.4394,0.58,0.1343
4,10/05/2011,2,0,5,3,0,2,1,0.44,0.4394,0.54,0.194
2,10/05/2011,2,0,5,4,0,2,1,0.42,0.4242,0.62,0.2537
29,10/05/2011,2,0,5,5,0,2,1,0.4,0.4091,0.66,0.2239
112,10/05/2011,2,0,5,6,0,2,1,0.42,0.4242,0.67,0.1343
314,10/05/2011,2,0,5,7,0,2,2,0.44,0.4394,0.62,0.1343
425,10/05/2011,2,0,5,8,0,2,2,0.5,0.4848,0.51,0.1045
205,10/05/2011,2,0,5,9,0,2,2,0.52,0.5,0.48,0.1045
127,10/05/2011,2,0,5,10,0,2,2,0.56,0.5303,0.37,0.0896
125,10/05/2011,2,0,5,11,0,2,2,0.56,0.5303,0.43,0.1343
217,10/05/2011,2,0,5,12,0,2,2,0.6,0.6212,0.38,0
202,10/05/2011,2,0,5,13,0,2,2,0.62,0.6212,0.38,0.2537
176,10/05/2011,2,0,5,14,0,2,2,0.62,0.6212,0.33,0
180,10/05/2011,2,0,5,15,0,2,2,0.64,0.6212,0.33,0.0896
327,10/05/2011,2,0,5,16,0,2,1,0.66,0.6212,0.31,0.1045
611,10/05/2011,2,0,5,17,0,2,1,0.64,0.6212,0.33,0
550,10/05/2011,2,0,5,18,0,2,1,0.64,0.6212,0.29,0.1343
434,10/05/2011,2,0,5,19,0,2,1,0.6,0.6212,0.43,0.2239
291,10/05/2011,2,0,5,20,0,2,1,0.54,0.5152,0.6,0.1343
203,10/05/2011,2,0,5,21,0,2,1,0.54,0.5152,0.52,0
150,10/05/2011,2,0,5,22,0,2,1,0.52,0.5,0.55,0.1045
81,10/05/2011,2,0,5,23,0,2,2,0.52,0.5,0.59,0.1343
38,11/05/2011,2,0,5,0,0,3,2,0.52,0.5,0.55,0.1343
20,11/05/2011,2,0,5,1,0,3,2,0.5,0.4848,0.59,0.1045
10,11/05/2011,2,0,5,2,0,3,1,0.52,0.5,0.59,0
3,11/05/2011,2,0,5,3,0,3,1,0.5,0.4848,0.63,0.2239
2,11/05/2011,2,0,5,4,0,3,2,0.48,0.4697,0.88,0.1343
20,11/05/2011,2,0,5,5,0,3,1,0.46,0.4545,0.88,0.1343
99,11/05/2011,2,0,5,6,0,3,1,0.46,0.4545,0.82,0.1343
318,11/05/2011,2,0,5,7,0,3,1,0.48,0.4697,0.72,0.194
442,11/05/2011,2,0,5,8,0,3,1,0.48,0.4697,0.77,0.2537
203,11/05/2011,2,0,5,9,0,3,1,0.52,0.5,0.72,0.1343
154,11/05/2011,2,0,5,10,0,3,1,0.54,0.5152,0.68,0.0896
141,11/05/2011,2,0,5,11,0,3,1,0.56,0.5303,0.64,0.0896
226,11/05/2011,2,0,5,12,0,3,1,0.6,0.6212,0.56,0
193,11/05/2011,2,0,5,13,0,3,1,0.62,0.6212,0.5,0
177,11/05/2011,2,0,5,14,0,3,1,0.62,0.6212,0.53,0.0896
179,11/05/2011,2,0,5,15,0,3,1,0.64,0.6212,0.41,0
289,11/05/2011,2,0,5,16,0,3,1,0.66,0.6212,0.39,0
259,11/05/2011,2,0,5,17,0,3,1,0.64,0.6212,0.47,0.1045
274,11/05/2011,2,0,5,18,0,3,1,0.62,0.6212,0.5,0.2985
401,11/05/2011,2,0,5,19,0,3,1,0.56,0.5303,0.52,0.1343
273,11/05/2011,2,0,5,20,0,3,1,0.54,0.5152,0.64,0.1343
234,11/05/2011,2,0,5,21,0,3,1,0.54,0.5152,0.6,0
146,11/05/2011,2,0,5,22,0,3,1,0.5,0.4848,0.72,0.2537
81,11/05/2011,2,0,5,23,0,3,1,0.46,0.4545,0.88,0.2537
44,12/05/2011,2,0,5,0,0,4,2,0.46,0.4545,0.88,0.2239
17,12/05/2011,2,0,5,1,0,4,1,0.46,0.4545,0.88,0.2239
15,12/05/2011,2,0,5,2,0,4,1,0.44,0.4394,0.94,0.194
5,12/05/2011,2,0,5,3,0,4,1,0.44,0.4394,0.88,0.1343
6,12/05/2011,2,0,5,4,0,4,1,0.42,0.4242,0.94,0
29,12/05/2011,2,0,5,5,0,4,1,0.42,0.4242,0.94,0.1343
112,12/05/2011,2,0,5,6,0,4,1,0.44,0.4394,0.88,0
297,12/05/2011,2,0,5,7,0,4,1,0.46,0.4545,0.88,0.1343
421,12/05/2011,2,0,5,8,0,4,1,0.48,0.4697,0.82,0.194
212,12/05/2011,2,0,5,9,0,4,2,0.5,0.4848,0.77,0.2836
147,12/05/2011,2,0,5,10,0,4,2,0.54,0.5152,0.68,0.2239
179,12/05/2011,2,0,5,11,0,4,1,0.58,0.5455,0.6,0.2239
207,12/05/2011,2,0,5,12,0,4,1,0.58,0.5455,0.6,0.2239
218,12/05/2011,2,0,5,13,0,4,2,0.62,0.6212,0.57,0.2985
191,12/05/2011,2,0,5,14,0,4,2,0.62,0.6061,0.61,0.2239
217,12/05/2011,2,0,5,15,0,4,2,0.64,0.6212,0.53,0.2537
288,12/05/2011,2,0,5,16,0,4,2,0.64,0.6212,0.57,0.2537
594,12/05/2011,2,0,5,17,0,4,2,0.64,0.6212,0.57,0.194
527,12/05/2011,2,0,5,18,0,4,1,0.62,0.6061,0.69,0.2239
364,12/05/2011,2,0,5,19,0,4,2,0.6,0.6061,0.64,0.194
276,12/05/2011,2,0,5,20,0,4,1,0.6,0.6061,0.64,0.194
223,12/05/2011,2,0,5,21,0,4,1,0.56,0.5303,0.83,0.1343
172,12/05/2011,2,0,5,22,0,4,1,0.54,0.5152,0.83,0.194
103,12/05/2011,2,0,5,23,0,4,2,0.54,0.5152,0.77,0.194
52,13/05/2011,2,0,5,0,0,5,2,0.52,0.5,0.83,0.1642
20,13/05/2011,2,0,5,1,0,5,1,0.52,0.5,0.83,0.1642
11,13/05/2011,2,0,5,2,0,5,2,0.5,0.4848,0.88,0.1343
4,13/05/2011,2,0,5,3,0,5,2,0.5,0.4848,0.88,0.1343
5,13/05/2011,2,0,5,4,0,5,3,0.5,0.4848,0.88,0.1642
25,13/05/2011,2,0,5,5,0,5,2,0.5,0.4848,0.88,0.194
82,13/05/2011,2,0,5,6,0,5,3,0.5,0.4848,0.88,0.1343
157,13/05/2011,2,0,5,7,0,5,3,0.5,0.4848,0.88,0.1642
387,13/05/2011,2,0,5,8,0,5,2,0.5,0.4848,0.88,0.194
233,13/05/2011,2,0,5,9,0,5,2,0.5,0.4848,0.88,0.194
130,13/05/2011,2,0,5,10,0,5,2,0.52,0.5,0.83,0.1343
146,13/05/2011,2,0,5,11,0,5,2,0.52,0.5,0.83,0.1642
223,13/05/2011,2,0,5,12,0,5,2,0.52,0.5,0.88,0.194
226,13/05/2011,2,0,5,13,0,5,2,0.52,0.5,0.88,0.3881
190,13/05/2011,2,0,5,14,0,5,2,0.52,0.5,0.87,0.2836
198,13/05/2011,2,0,5,15,0,5,2,0.52,0.5,0.88,0.1642
300,13/05/2011,2,0,5,16,0,5,2,0.52,0.5,0.88,0.1343
491,13/05/2011,2,0,5,17,0,5,3,0.52,0.5,0.88,0.1642
398,13/05/2011,2,0,5,18,0,5,3,0.52,0.5,0.88,0.1642
270,13/05/2011,2,0,5,19,0,5,2,0.52,0.5,0.83,0.194
152,13/05/2011,2,0,5,20,0,5,2,0.52,0.5,0.83,0.1343
154,13/05/2011,2,0,5,21,0,5,2,0.52,0.5,0.84,0.1642
132,13/05/2011,2,0,5,22,0,5,2,0.52,0.5,0.83,0.2239
119,13/05/2011,2,0,5,23,0,5,3,0.5,0.4848,0.88,0.1642
102,14/05/2011,2,0,5,0,0,6,2,0.5,0.4848,0.88,0.1343
82,14/05/2011,2,0,5,1,0,6,2,0.5,0.4848,0.88,0.1343
52,14/05/2011,2,0,5,2,0,6,2,0.5,0.4848,0.88,0.1343
35,14/05/2011,2,0,5,3,0,6,2,0.5,0.4848,0.88,0.1343
5,14/05/2011,2,0,5,4,0,6,2,0.5,0.4848,0.82,0.1642
14,14/05/2011,2,0,5,5,0,6,2,0.5,0.4848,0.82,0.1045
11,14/05/2011,2,0,5,6,0,6,2,0.5,0.4848,0.88,0.1045
32,14/05/2011,2,0,5,7,0,6,3,0.48,0.4697,1,0
88,14/05/2011,2,0,5,8,0,6,3,0.5,0.4848,0.94,0
100,14/05/2011,2,0,5,9,0,6,2,0.52,0.5,0.94,0.0896
167,14/05/2011,2,0,5,10,0,6,2,0.52,0.5,0.94,0.1642
279,14/05/2011,2,0,5,11,0,6,2,0.52,0.5,0.94,0.1343
279,14/05/2011,2,0,5,12,0,6,3,0.52,0.5,1,0.0896
248,14/05/2011,2,0,5,13,0,6,3,0.52,0.5,1,0.0896
216,14/05/2011,2,0,5,14,0,6,2,0.54,0.5152,0.94,0.1343
294,14/05/2011,2,0,5,15,0,6,2,0.54,0.5152,0.94,0.1642
295,14/05/2011,2,0,5,16,0,6,2,0.54,0.5152,0.94,0.194
272,14/05/2011,2,0,5,17,0,6,2,0.56,0.5303,0.88,0.194
304,14/05/2011,2,0,5,18,0,6,2,0.56,0.5303,0.88,0.2239
248,14/05/2011,2,0,5,19,0,6,3,0.54,0.5152,0.94,0.1343
157,14/05/2011,2,0,5,20,0,6,3,0.54,0.5152,0.94,0.1343
59,14/05/2011,2,0,5,21,0,6,3,0.54,0.5152,0.94,0.2239
26,14/05/2011,2,0,5,22,0,6,3,0.54,0.5152,0.94,0.1642
44,14/05/2011,2,0,5,23,0,6,3,0.52,0.5,1,0.194
39,15/05/2011,2,0,5,0,0,0,2,0.52,0.5,1,0
47,15/05/2011,2,0,5,1,0,0,2,0.52,0.5,1,0.1045
